id,.site.name,.group,had.read,load,lkl,eff.split,count.eff,count.hard,badness,importance,end.num,tempt,excluded,n.excl
34,BYU,c.dissimilar,0,1,4,4,6,6,5,7,522,1,0,6
36,BYU,c.dissimilar,0,1,2,3,5,5,5,8,525,1,0,6
37,BYU,c.dissimilar,1,1,5,5,6,8,8,5,537,0,0,6
38,BYU,c.dissimilar,0,0,1,NA,NA,NA,4,7,NA,1,0,6
39,BYU,c.dissimilar,1,0,2,NA,NA,NA,1,9,NA,0,0,6
40,BYU,c.dissimilar,0,1,3,3,9,3,7,8,540,1,0,6
41,BYU,c.dissimilar,0,0,2,NA,NA,NA,8,5,NA,1,0,6
42,BYU,c.dissimilar,1,0,2,NA,NA,NA,10,9,NA,0,0,6
43,BYU,c.dissimilar,1,1,6,4,4,5,7,9,527,0,0,6
44,BYU,c.dissimilar,0,0,1,NA,NA,NA,7,8,NA,1,0,6
45,BYU,c.dissimilar,1,1,4,4,10,10,7,10,270,0,0,6
46,BYU,c.dissimilar,1,0,9,NA,NA,NA,9,7,NA,0,0,6
47,BYU,c.dissimilar,0,1,2,2,9,9,9,9,540,1,0,6
48,BYU,c.dissimilar,1,0,1,NA,NA,NA,7,7,NA,0,0,6
49,BYU,c.dissimilar,1,1,5,2,8,7,1,6,549,0,0,6
50,BYU,c.dissimilar,0,0,8,NA,NA,NA,9,6,NA,1,0,6
51,BYU,c.dissimilar,0,1,5,5,9,6,8,7,534,1,0,6
52,BYU,c.dissimilar,1,0,2,NA,NA,NA,9,7,NA,0,0,6
53,BYU,c.dissimilar,0,0,6,NA,NA,NA,8,4,NA,1,0,6
54,BYU,c.dissimilar,0,1,1,2,9,9,3,1,523,1,0,6
55,BYU,c.dissimilar,1,1,3,2,8,9,3,8,531,0,0,6
56,BYU,c.dissimilar,0,0,4,NA,NA,NA,10,10,NA,1,0,6
57,BYU,c.dissimilar,0,1,4,1,8,8,7,9,529,1,0,6
58,BYU,c.dissimilar,1,0,1,NA,NA,NA,7,6,NA,0,0,6
59,BYU,c.dissimilar,0,0,1,NA,NA,NA,5,4,NA,1,0,6
60,BYU,c.dissimilar,1,1,7,4,8,7,7,8,529,0,0,6
61,BYU,c.dissimilar,1,1,1,4,7,6,8,9,522,0,0,6
62,BYU,c.dissimilar,1,0,2,NA,NA,NA,10,9,NA,0,0,6
63,BYU,c.dissimilar,0,1,7,5,9,9,10,8,530,1,0,6
64,BYU,c.dissimilar,0,1,3,5,8,8,8,10,537,1,0,6
65,BYU,c.dissimilar,0,0,1,NA,NA,NA,8,7,NA,1,0,6
66,BYU,c.dissimilar,1,0,2,NA,NA,NA,5,7,NA,0,0,6
67,BYU,c.dissimilar,1,1,5,5,7,7,7,3,526,0,0,6
68,BYU,c.dissimilar,0,0,4,NA,NA,NA,8,5,NA,1,0,6
69,BYU,c.dissimilar,1,1,3,2,10,10,2,9,547,0,0,6
70,BYU,c.dissimilar,1,0,1,NA,NA,NA,10,10,NA,0,0,6
71,BYU,c.dissimilar,0,1,1,2,9,10,8,6,555,1,0,6
72,BYU,c.dissimilar,0,0,1,NA,NA,NA,7,7,NA,1,0,6
73,BYU,c.dissimilar,1,1,3,2,9,10,9,10,554,0,0,6
74,BYU,c.dissimilar,1,0,2,NA,NA,NA,7,5,NA,0,0,6
75,BYU,c.dissimilar,0,1,6,2,9,7,8,10,543,1,0,6
76,BYU,c.dissimilar,0,0,1,NA,NA,NA,9,7,NA,1,0,6
77,BYU,c.dissimilar,0,1,3,2,7,4,7,5,552,1,0,6
78,BYU,c.dissimilar,1,1,6,1,9,7,6,10,559,0,0,6
79,BYU,c.dissimilar,1,0,2,NA,NA,NA,8,7,NA,0,0,6
80,BYU,c.dissimilar,1,0,4,NA,NA,NA,7,7,NA,0,0,6
82,BYU,c.dissimilar,0,0,5,NA,NA,NA,10,2,NA,1,0,6
83,BYU,c.dissimilar,0,1,6,2,7,8,7,8,517,1,0,6
84,BYU,c.dissimilar,0,1,3,1,9,9,7,5,552,1,0,6
86,BYU,c.dissimilar,1,0,7,NA,NA,NA,2,7,NA,0,0,6
87,BYU,c.dissimilar,0,0,5,NA,NA,NA,7,7,NA,1,0,6
88,BYU,c.dissimilar,0,0,1,NA,NA,NA,7,3,NA,1,0,6
89,BYU,c.dissimilar,1,0,8,NA,NA,NA,10,10,NA,0,0,6
90,BYU,c.dissimilar,1,1,6,3,8,9,9,10,60,0,0,6
